Date,D2-B,D2-D,D6-D,D6-E,D6-I,D6-J,D6-S,D6-AB,D7-B,Label_D6-E,Label_D6-S,Label_D6-AB
"1月 12, 2018",-448,0,-6390,-6861,3620,749,2870,-3887,-0.3,0,1,1
"1月 19, 2018",-392,0,-835,-1071,3098,-1105,4203,639,0.2,1,0,0
"1月 26, 2018",-470,0,7008,6776,-1980,-570,-1410,-1940,1,1,1,1
"2月 02, 2018",784,8,2357,1895,3414,1062,2352,3926,0.3,1,1,0
"2月 09, 2018",-635,0,2261,1841,3599,-329,3928,-459,0.4,0,0,0
"2月 16, 2018",-329,0,-2312,-1616,261,1709,-1448,-2422,0.2,1,1,0
"2月 23, 2018",49,0,3428,3019,2483,30,2453,-960,0.2,1,0,0
"3月 02, 2018",53,0,2585,2408,-788,-752,-37,-559,0.5,1,0,0
"3月 09, 2018",432,37,5022,5022,-6271,-954,-5316,-4360,0.2,0,0,0
"3月 16, 2018",410,0,-2622,-2622,-1693,318,-2011,-2022,-0.5,1,0,0
"3月 23, 2018",18,0,1643,1643,-3472,44,-3516,-2090,-0.3,0,0,1
"3月 30, 2018",141,0,-4619,-4617,-1116,-318,-798,537,-0.7,1,0,0
"4月 06, 2018",83,17,3306,3306,458,755,-297,-1044,0,0,0,0
"4月 13, 2018",-70,0,-1071,-1071,-2968,-1846,-1122,-3107,-0.1,1,1,0
"4月 20, 2018",-328,0,1432,2170,840,136,704,-2611,0.2,1,1,0
"4月 27, 2018",-60,0,5766,6218,1171,446,725,-3900,0.5,0,0,0
"5月 04, 2018",-75,0,-2906,-2197,-2174,-1965,-209,-3791,0,0,0,0
"5月 11, 2018",149,0,-2924,-1404,-3790,122,-3912,-92,0.1,1,1,0
"5月 18, 2018",-7,0,5077,5778,1883,108,1775,-951,0.3,0,0,1
"5月 25, 2018",527,0,-4179,-3620,534,771,-237,634,-0.4,1,1,1
"6月 01, 2018",214,0,1463,2072,4603,1062,3540,2165,-0.2,0,0,0
"6月 08, 2018",136,22,-4143,-4143,-2271,-148,-2123,-2101,-0.6,0,1,1
"6月 15, 2018",196,0,-6066,-5914,3277,1283,1996,2715,-0.7,0,1,1
"6月 22, 2018",115,0,-9891,-9891,1156,-1347,2502,15,-0.8,1,0,1
"6月 29, 2018",-163,0,1245,1245,-1505,-236,-1269,134,0,0,0,1
"7月 06, 2018",-1,10,-12634,-12633,-694,1788,-2482,4125,-0.8,1,0,0
"7月 13, 2018",-413,0,5835,5836,-3165,-951,-2214,-371,0.5,0,0,0
"7月 20, 2018",46,0,-6147,-6147,-2328,-1609,-719,-101,-0.2,1,0,1
"7月 27, 2018",195,0,3803,3803,-2536,736,-3272,2983,0.3,0,1,1
"8月 03, 2018",118,0,-1352,-1351,2900,856,2044,1230,-0.1,1,1,1
"8月 10, 2018",383,0,6805,6805,-740,-1058,318,3566,0.2,0,1,1
"8月 17, 2018",-89,0,-5837,-5836,1200,771,430,1849,-0.6,0,1,0
"8月 24, 2018",-326,0,-2566,-2566,-1554,-1604,49,-837,-0.1,0,1,1
"8月 31, 2018",81,0,-4302,-4302,1845,717,1128,3119,-0.3,0,0,1
"9月 07, 2018",210,0,-5297,-5296,1250,1475,-226,6163,-0.3,0,0,1
"9月 14, 2018",-442,0,-2058,-2057,-1719,341,-2059,839,0.1,1,1,0
"9月 21, 2018",-901,0,1852,1852,1530,-339,1869,-2241,0.4,1,0,0
"9月 28, 2018",77,0,7975,7975,-459,917,-1376,-1750,0.8,1,1,0
"10月 05, 2018",-352,0,4681,5987,951,-1720,2671,-2666,1,1,0,0
"10月 12, 2018",77,0,5420,6490,-2016,964,-2980,-827,0.8,1,0,0
"10月 19, 2018",-48,0,5188,6346,-4826,-1475,-3351,-2262,0.5,1,0,0
"10月 26, 2018",149,0,1676,3217,-3161,1010,-4171,-4054,0.2,1,1,0
"11月 02, 2018",-9,0,5548,5783,1852,-492,2344,-3465,0.3,1,0,0
"11月 09, 2018",24,3,8899,10270,-1411,1248,-2659,-3589,0.6,1,0,0
"11月 16, 2018",423,0,4091,4851,-1295,139,-1433,-77,0,1,0,1
"11月 23, 2018",698,0,1572,3577,-764,-500,-266,2610,-0.2,0,1,1
"11月 30, 2018",-66,0,-8326,-7323,1699,-1408,3108,3811,-0.9,0,1,0
"12月 07, 2018",-51,0,-1206,-1208,2087,1143,945,-1475,-0.4,0,1,0
"12月 14, 2018",-28,0,-923,-497,1766,1243,522,-4237,-0.2,0,1,1
"12月 21, 2018",-58,0,-44,-46,3003,-24,3027,2,0,1,1,1
"12月 28, 2018",410,0,7,7,6890,346,6544,9529,-0.1,0,1,1
"1月 04, 2019",-194,0,-1680,-1680,8066,-210,8277,10611,-0.1,0,1,1
"1月 11, 2019",-343,2,-2683,-2683,7503,1687,5815,2967,-0.1,1,1,0
"1月 18, 2019",-174,0,7970,7970,4050,1422,2628,-617,0.6,1,0,0
"1月 25, 2019",-586,0,919,919,-2235,-1815,-419,-1122,0.5,1,1,0
"2月 01, 2019",170,0,1263,1263,513,-413,925,-2257,0.5,1,0,1
"2月 08, 2019",-865,0,3633,3633,408,465,-57,1187,0.8,1,0,0
"2月 15, 2019",-57,0,3672,3672,-1454,-183,-1271,-1517,0.8,0,0,0
"2月 22, 2019",179,0,-8647,-8647,-1906,-1557,-350,-304,-0.3,1,0,0
